age,buttonA,buttonB,buttonC,buttonD,cond,date,gender,modInner,modOuter,noun,response,responseButton,suj,trial,nbMods,nounSing,pre,iso,sujRaw,batch,batchC
19.0,shoebrokensix,shoesixbroken,brokensixshoe,sixbrokenshoe,num-adj,2018-03-21 14:49,f,broken,six,shoe,sixbrokenshoe,3.0,THA0059,17.0,2,shoe,,1.0,0059,March,0.5
19.0,onepineapple,pineappleone,,,num-adj,2018-03-21 14:49,f,,one,pineapple,onepineapple,0.0,THA0059,18.0,1,pineapple,1.0,,0059,March,0.5
19.0,bowltwostone,stonetwobowl,twostonebowl,bowlstonetwo,num-adj,2018-03-21 14:49,f,stone,two,bowl,twostonebowl,2.0,THA0059,19.0,2,bowl,,1.0,0059,March,0.5
19.0,bluepillow,pillowblue,,,num-adj,2018-03-21 14:49,f,,blue,pillow,bluepillow,0.0,THA0059,20.0,1,pillow,1.0,,0059,March,0.5
19.0,horsepurplethree,threepurplehorse,purplethreehorse,horsethreepurple,num-adj,2018-03-21 14:49,f,purple,three,horse,threepurplehorse,1.0,THA0059,21.0,2,horse,,1.0,0059,March,0.5
19.0,chairblueten,tenbluechair,bluetenchair,chairtenblue,num-adj,2018-03-21 14:49,f,blue,ten,chair,tenbluechair,1.0,THA0059,22.0,2,chair,,1.0,0059,March,0.5
19.0,fourlamp,lampfour,,,num-adj,2018-03-21 14:49,f,,four,lamp,fourlamp,0.0,THA0059,23.0,1,lamp,1.0,,0059,March,0.5
19.0,duckblueseven,sevenblueduck,ducksevenblue,bluesevenduck,num-adj,2018-03-21 14:49,f,blue,seven,duck,sevenblueduck,1.0,THA0059,24.0,2,duck,,1.0,0059,March,0.5
19.0,traytwopurple,purpletwotray,traypurpletwo,twopurpletray,num-adj,2018-03-21 14:49,f,purple,two,tray,twopurpletray,3.0,THA0059,25.0,2,tray,,1.0,0059,March,0.5
19.0,woodensuitcase,suitcasewooden,,,num-adj,2018-03-21 14:49,f,,wooden,suitcase,woodensuitcase,0.0,THA0059,26.0,1,suitcase,1.0,,0059,March,0.5
19.0,suitcaseeightbroken,eightbrokensuitcase,brokeneightsuitcase,suitcasebrokeneight,num-adj,2018-03-21 14:49,f,broken,eight,suitcase,eightbrokensuitcase,1.0,THA0059,27.0,2,suitcase,,1.0,0059,March,0.5
19.0,pigonestone,pigstoneone,onestonepig,stoneonepig,num-adj,2018-03-21 14:49,f,stone,one,pig,onestonepig,2.0,THA0059,28.0,2,pig,,1.0,0059,March,0.5
19.0,pillowfivebroken,brokenfivepillow,fivebrokenpillow,pillowbrokenfive,num-adj,2018-03-21 14:49,f,broken,five,pillow,fivebrokenpillow,2.0,THA0059,29.0,2,pillow,,1.0,0059,March,0.5
19.0,shovelfive,fiveshovel,,,num-adj,2018-03-21 14:49,f,,five,shovel,fiveshovel,1.0,THA0059,30.0,1,shovel,1.0,,0059,March,0.5
19.0,suitcaseten,tensuitcase,,,num-adj,2018-03-21 14:49,f,,ten,suitcase,tensuitcase,1.0,THA0059,31.0,1,suitcase,1.0,,0059,March,0.5
19.0,stonefivepear,pearstonefive,fivestonepear,pearfivestone,num-adj,2018-03-21 14:49,f,stone,five,pear,fivestonepear,2.0,THA0059,32.0,2,pear,,1.0,0059,March,0.5
19.0,cartwo,twocar,,,num-adj,2018-03-21 14:49,f,,two,car,twocar,1.0,THA0059,33.0,1,car,1.0,,0059,March,0.5
19.0,plasticsixcar,carsixplastic,sixplasticcar,carplasticsix,num-adj,2018-03-21 14:49,f,plastic,six,car,sixplasticcar,2.0,THA0059,34.0,2,car,,1.0,0059,March,0.5
19.0,pillowstonetwo,pillowtwostone,stonetwopillow,twostonepillow,num-adj,2018-03-21 14:49,f,stone,two,pillow,twostonepillow,3.0,THA0059,35.0,2,pillow,,1.0,0059,March,0.5
19.0,ribbonred,redribbon,,,num-adj,2018-03-21 14:49,f,,red,ribbon,redribbon,1.0,THA0059,36.0,1,ribbon,1.0,,0059,March,0.5
19.0,sevenredpig,pigredseven,pigsevenred,redsevenpig,num-adj,2018-03-21 14:49,f,red,seven,pig,sevenredpig,0.0,THA0059,37.0,2,pig,,1.0,0059,March,0.5
19.0,pitcherbrokensix,brokensixpitcher,sixbrokenpitcher,pitchersixbroken,num-adj,2018-03-21 14:49,f,broken,six,pitcher,sixbrokenpitcher,2.0,THA0059,38.0,2,pitcher,,1.0,0059,March,0.5
19.0,fourorangecherry,cherryfourorange,cherryorangefour,orangefourcherry,num-adj,2018-03-21 14:49,f,orange,four,cherry,fourorangecherry,0.0,THA0059,39.0,2,cherry,,1.0,0059,March,0.5
19.0,spatulagreen,greenspatula,,,num-adj,2018-03-21 14:49,f,,green,spatula,greenspatula,1.0,THA0059,40.0,1,spatula,1.0,,0059,March,0.5
19.0,ninekey,keynine,,,num-adj,2018-03-21 14:49,f,,nine,key,ninekey,0.0,THA0059,41.0,1,key,1.0,,0059,March,0.5
19.0,leaftwogreen,twogreenleaf,leafgreentwo,greentwoleaf,num-adj,2018-03-21 14:49,f,green,two,leaf,twogreenleaf,1.0,THA0059,42.0,2,leaf,,1.0,0059,March,0.5
19.0,plasticchair,chairplastic,,,num-adj,2018-03-21 14:49,f,,plastic,chair,plasticchair,0.0,THA0059,43.0,1,chair,1.0,,0059,March,0.5
19.0,shovelblueone,oneblueshovel,blueoneshovel,shoveloneblue,num-adj,2018-03-21 14:49,f,blue,one,shovel,oneblueshovel,1.0,THA0059,44.0,2,shovel,,1.0,0059,March,0.5
19.0,bowlsevenblue,bowlblueseven,sevenbluebowl,bluesevenbowl,num-adj,2018-03-21 14:49,f,blue,seven,bowl,bowlsevenblue,0.0,THA0059,45.0,2,bowl,,0.0,0059,March,0.5
19.0,leaforange,orangeleaf,,,num-adj,2018-03-21 14:49,f,,orange,leaf,orangeleaf,1.0,THA0059,46.0,1,leaf,1.0,,0059,March,0.5
19.0,fourbrokenshovel,shovelbrokenfour,brokenfourshovel,shovelfourbroken,num-adj,2018-03-21 14:49,f,broken,four,shovel,fourbrokenshovel,0.0,THA0059,47.0,2,shovel,,1.0,0059,March,0.5
19.0,cherryfiveblue,fivebluecherry,cherrybluefive,bluefivecherry,num-adj,2018-03-21 14:49,f,blue,five,cherry,bluefivecherry,3.0,THA0059,48.0,2,cherry,,0.0,0059,March,0.5
19.0,roundhorse,horseround,,,num-adj,2018-03-21 14:49,f,,round,horse,roundhorse,0.0,THA0059,49.0,1,horse,1.0,,0059,March,0.5
22.0,shovelpurplethat,thatpurpleshovel,purplethatshovel,shovelthatpurple,dem-adj,2018-03-21 15:11,M,purple,that,shovel,thatpurpleshovel,1.0,THA0060,0.0,2,shovel,,1.0,0060,March,0.5
22.0,cargreenthis,greenthiscar,carthisgreen,thisgreencar,dem-adj,2018-03-21 15:11,M,green,this,car,thisgreencar,3.0,THA0060,1.0,2,car,,1.0,0060,March,0.5
22.0,handbagthose,thosehandbag,,,dem-adj,2018-03-21 15:11,M,,those,handbag,thosehandbag,1.0,THA0060,2.0,1,handbag,1.0,,0060,March,0.5
22.0,purplethatpineapple,pineapplethatpurple,thatpurplepineapple,pineapplepurplethat,dem-adj,2018-03-21 15:11,M,purple,that,pineapple,thatpurplepineapple,2.0,THA0060,3.0,2,pineapple,,1.0,0060,March,0.5
22.0,theseleaf,leafthese,,,dem-adj,2018-03-21 15:11,M,,these,leaf,theseleaf,0.0,THA0060,4.0,1,leaf,1.0,,0060,March,0.5
22.0,thoseplasticchair,chairplasticthose,plasticthosechair,chairthoseplastic,dem-adj,2018-03-21 15:11,M,plastic,those,chair,thoseplasticchair,0.0,THA0060,5.0,2,chair,,1.0,0060,March,0.5
22.0,couchblue,bluecouch,,,dem-adj,2018-03-21 15:11,M,,blue,couch,bluecouch,1.0,THA0060,6.0,1,couch,1.0,,0060,March,0.5
22.0,chairthatblue,thatbluechair,chairbluethat,bluethatchair,dem-adj,2018-03-21 15:11,M,blue,that,chair,thatbluechair,1.0,THA0060,7.0,2,chair,,1.0,0060,March,0.5
22.0,thosekey,keythose,,,dem-adj,2018-03-21 15:11,M,,those,key,thosekey,0.0,THA0060,8.0,1,key,1.0,,0060,March,0.5
22.0,thatgreenlamp,greenthatlamp,lampthatgreen,lampgreenthat,dem-adj,2018-03-21 15:11,M,green,that,lamp,thatgreenlamp,0.0,THA0060,9.0,2,lamp,,1.0,0060,March,0.5
22.0,pitcherorange,orangepitcher,,,dem-adj,2018-03-21 15:11,M,,orange,pitcher,orangepitcher,1.0,THA0060,10.0,1,pitcher,1.0,,0060,March,0.5
22.0,keyplasticthat,thatplastickey,keythatplastic,plasticthatkey,dem-adj,2018-03-21 15:11,M,plastic,that,key,thatplastickey,1.0,THA0060,11.0,2,key,,1.0,0060,March,0.5
22.0,thatorangevase,vasethatorange,vaseorangethat,orangethatvase,dem-adj,2018-03-21 15:11,M,orange,that,vase,thatorangevase,0.0,THA0060,12.0,2,vase,,1.0,0060,March,0.5
22.0,thishandbag,handbagthis,,,dem-adj,2018-03-21 15:11,M,,this,handbag,thishandbag,0.0,THA0060,13.0,1,handbag,1.0,,0060,March,0.5
22.0,horsered,redhorse,,,dem-adj,2018-03-21 15:11,M,,red,horse,redhorse,1.0,THA0060,14.0,1,horse,1.0,,0060,March,0.5
22.0,lamppurplethis,lampthispurple,thispurplelamp,purplethislamp,dem-adj,2018-03-21 15:11,M,purple,this,lamp,thispurplelamp,2.0,THA0060,15.0,2,lamp,,1.0,0060,March,0.5
22.0,purplethesebowl,thesepurplebowl,bowlthesepurple,bowlpurplethese,dem-adj,2018-03-21 15:11,M,purple,these,bowl,thesepurplebowl,1.0,THA0060,16.0,2,bowl,,1.0,0060,March,0.5
22.0,thosebluespatula,spatulabluethose,spatulathoseblue,bluethosespatula,dem-adj,2018-03-21 15:11,M,blue,those,spatula,thosebluespatula,0.0,THA0060,17.0,2,spatula,,1.0,0060,March,0.5
22.0,theselamp,lampthese,,,dem-adj,2018-03-21 15:11,M,,these,lamp,theselamp,0.0,THA0060,18.0,1,lamp,1.0,,0060,March,0.5
22.0,brokenribbon,ribbonbroken,,,dem-adj,2018-03-21 15:11,M,,broken,ribbon,brokenribbon,0.0,THA0060,19.0,1,ribbon,1.0,,0060,March,0.5
22.0,woodenpear,pearwooden,,,dem-adj,2018-03-21 15:11,M,,wooden,pear,woodenpear,0.0,THA0060,20.0,1,pear,1.0,,0060,March,0.5
22.0,purplethesekey,keythesepurple,thesepurplekey,keypurplethese,dem-adj,2018-03-21 15:11,M,purple,these,key,thesepurplekey,2.0,THA0060,21.0,2,key,,1.0,0060,March,0.5
22.0,plasticthesetray,theseplastictray,traytheseplastic,trayplasticthese,dem-adj,2018-03-21 15:11,M,plastic,these,tray,theseplastictray,1.0,THA0060,22.0,2,tray,,1.0,0060,March,0.5
22.0,cherryorangethese,orangethesecherry,cherrytheseorange,theseorangecherry,dem-adj,2018-03-21 15:11,M,orange,these,cherry,theseorangecherry,3.0,THA0060,23.0,2,cherry,,1.0,0060,March,0.5
22.0,plasticribbon,ribbonplastic,,,dem-adj,2018-03-21 15:11,M,,plastic,ribbon,plasticribbon,0.0,THA0060,24.0,1,ribbon,1.0,,0060,March,0.5
22.0,roundtheseribbon,ribbonroundthese,ribbontheseround,theseroundribbon,dem-adj,2018-03-21 15:11,M,round,these,ribbon,theseroundribbon,3.0,THA0060,25.0,2,ribbon,,1.0,0060,March,0.5
22.0,stonepig,pigstone,,,dem-adj,2018-03-21 15:11,M,,stone,pig,stonepig,0.0,THA0060,26.0,1,pig,1.0,,0060,March,0.5
22.0,leafgreenthese,leafthesegreen,greentheseleaf,thesegreenleaf,dem-adj,2018-03-21 15:11,M,green,these,leaf,thesegreenleaf,3.0,THA0060,27.0,2,leaf,,1.0,0060,March,0.5
22.0,thisshovel,shovelthis,,,dem-adj,2018-03-21 15:11,M,,this,shovel,thisshovel,0.0,THA0060,28.0,1,shovel,1.0,,0060,March,0.5
22.0,thesebluepineapple,pineappletheseblue,pineapplebluethese,bluethesepineapple,dem-adj,2018-03-21 15:11,M,blue,these,pineapple,thesebluepineapple,0.0,THA0060,29.0,2,pineapple,,1.0,0060,March,0.5
22.0,pillowpurplethose,thosepurplepillow,pillowthosepurple,purplethosepillow,dem-adj,2018-03-21 15:11,M,purple,those,pillow,thosepurplepillow,1.0,THA0060,30.0,2,pillow,,1.0,0060,March,0.5
22.0,orangethisshirt,thisorangeshirt,shirtorangethis,shirtthisorange,dem-adj,2018-03-21 15:11,M,orange,this,shirt,thisorangeshirt,1.0,THA0060,31.0,2,shirt,,1.0,0060,March,0.5
22.0,shovelbrokenthat,brokenthatshovel,shovelthatbroken,thatbrokenshovel,dem-adj,2018-03-21 15:11,M,broken,that,shovel,thatbrokenshovel,3.0,THA0060,32.0,2,shovel,,1.0,0060,March,0.5
22.0,chairpurple,purplechair,,,dem-adj,2018-03-21 15:11,M,,purple,chair,purplechair,1.0,THA0060,33.0,1,chair,1.0,,0060,March,0.5
22.0,duckthatround,roundthatduck,duckroundthat,thatroundduck,dem-adj,2018-03-21 15:11,M,round,that,duck,thatroundduck,3.0,THA0060,34.0,2,duck,,1.0,0060,March,0.5
22.0,traythesepurple,purplethesetray,traypurplethese,thesepurpletray,dem-adj,2018-03-21 15:11,M,purple,these,tray,thesepurpletray,3.0,THA0060,35.0,2,tray,,1.0,0060,March,0.5
22.0,purplethiskey,keypurplethis,keythispurple,thispurplekey,dem-adj,2018-03-21 15:11,M,purple,this,key,thispurplekey,3.0,THA0060,36.0,2,key,,1.0,0060,March,0.5
22.0,thisscarf,scarfthis,,,dem-adj,2018-03-21 15:11,M,,this,scarf,thisscarf,0.0,THA0060,37.0,1,scarf,1.0,,0060,March,0.5
22.0,duckpurplethat,purplethatduck,thatpurpleduck,duckthatpurple,dem-adj,2018-03-21 15:11,M,purple,that,duck,thatpurpleduck,2.0,THA0060,38.0,2,duck,,1.0,0060,March,0.5
22.0,horseplasticthis,horsethisplastic,plasticthishorse,thisplastichorse,dem-adj,2018-03-21 15:11,M,plastic,this,horse,thisplastichorse,3.0,THA0060,39.0,2,horse,,1.0,0060,March,0.5
22.0,horsethat,thathorse,,,dem-adj,2018-03-21 15:11,M,,that,horse,thathorse,1.0,THA0060,40.0,1,horse,1.0,,0060,March,0.5
22.0,redthispineapple,thisredpineapple,pineappleredthis,pineapplethisred,dem-adj,2018-03-21 15:11,M,red,this,pineapple,thisredpineapple,1.0,THA0060,41.0,2,pineapple,,1.0,0060,March,0.5
22.0,woodenthatpitcher,pitcherwoodenthat,thatwoodenpitcher,pitcherthatwooden,dem-adj,2018-03-21 15:11,M,wooden,that,pitcher,thatwoodenpitcher,2.0,THA0060,42.0,2,pitcher,,1.0,0060,March,0.5
22.0,thoseredvase,vasethosered,vaseredthose,redthosevase,dem-adj,2018-03-21 15:11,M,red,those,vase,thoseredvase,0.0,THA0060,43.0,2,vase,,1.0,0060,March,0.5
22.0,pineapplethose,thosepineapple,,,dem-adj,2018-03-21 15:11,M,,those,pineapple,thosepineapple,1.0,THA0060,44.0,1,pineapple,1.0,,0060,March,0.5
22.0,roundduck,duckround,,,dem-adj,2018-03-21 15:11,M,,round,duck,roundduck,0.0,THA0060,45.0,1,duck,1.0,,0060,March,0.5
22.0,pigthat,thatpig,,,dem-adj,2018-03-21 15:11,M,,that,pig,thatpig,1.0,THA0060,46.0,1,pig,1.0,,0060,March,0.5
22.0,thatroundscarf,scarfthatround,scarfroundthat,roundthatscarf,dem-adj,2018-03-21 15:11,M,round,that,scarf,thatroundscarf,0.0,THA0060,47.0,2,scarf,,1.0,0060,March,0.5
22.0,greenvase,vasegreen,,,dem-adj,2018-03-21 15:11,M,,green,vase,greenvase,0.0,THA0060,48.0,1,vase,1.0,,0060,March,0.5
22.0,pillowthisbroken,pillowbrokenthis,brokenthispillow,thisbrokenpillow,dem-adj,2018-03-21 15:11,M,broken,this,pillow,thisbrokenpillow,3.0,THA0060,49.0,2,pillow,,1.0,0060,March,0.5
20.0,hatthatone,thatonehat,onethathat,hatonethat,dem-num,2018-03-21 15:11,M,one,that,hat,thatonehat,1.0,THA0061,0.0,2,hat,,1.0,0061,March,0.5
20.0,pitcherfour,fourpitcher,,,dem-num,2018-03-21 15:11,M,,four,pitcher,fourpitcher,1.0,THA0061,1.0,1,pitcher,1.0,,0061,March,0.5
20.0,pineappleninethose,ninethosepineapple,pineapplethosenine,thoseninepineapple,dem-num,2018-03-21 15:11,M,nine,those,pineapple,thoseninepineapple,3.0,THA0061,2.0,2,pineapple,,1.0,0061,March,0.5
20.0,shirttenthose,thosetenshirt,tenthoseshirt,shirtthoseten,dem-num,2018-03-21 15:11,M,ten,those,shirt,thosetenshirt,1.0,THA0061,3.0,2,shirt,,1.0,0061,March,0.5
20.0,tenhandbag,handbagten,,,dem-num,2018-03-21 15:11,M,,ten,handbag,tenhandbag,0.0,THA0061,4.0,1,handbag,1.0,,0061,March,0.5
20.0,fivethoseribbon,ribbonthosefive,thosefiveribbon,ribbonfivethose,dem-num,2018-03-21 15:11,M,five,those,ribbon,thosefiveribbon,2.0,THA0061,5.0,2,ribbon,,1.0,0061,March,0.5
20.0,bowlfivethese,thesefivebowl,fivethesebowl,bowlthesefive,dem-num,2018-03-21 15:11,M,five,these,bowl,thesefivebowl,1.0,THA0061,6.0,2,bowl,,1.0,0061,March,0.5
20.0,scarfeight,eightscarf,,,dem-num,2018-03-21 15:11,M,,eight,scarf,eightscarf,1.0,THA0061,7.0,1,scarf,1.0,,0061,March,0.5
20.0,thatshirt,shirtthat,,,dem-num,2018-03-21 15:11,M,,that,shirt,thatshirt,0.0,THA0061,8.0,1,shirt,1.0,,0061,March,0.5
20.0,shirtthis,thisshirt,,,dem-num,2018-03-21 15:11,M,,this,shirt,thisshirt,1.0,THA0061,9.0,1,shirt,1.0,,0061,March,0.5
20.0,thisonebanana,bananathisone,onethisbanana,bananaonethis,dem-num,2018-03-21 15:11,M,one,this,banana,thisonebanana,0.0,THA0061,10.0,2,banana,,1.0,0061,March,0.5
20.0,suitcasethree,threesuitcase,,,dem-num,2018-03-21 15:11,M,,three,suitcase,threesuitcase,1.0,THA0061,11.0,1,suitcase,1.0,,0061,March,0.5
20.0,traythesesix,traysixthese,sixthesetray,thesesixtray,dem-num,2018-03-21 15:11,M,six,these,tray,thesesixtray,3.0,THA0061,12.0,2,tray,,1.0,0061,March,0.5
20.0,chairfive,fivechair,,,dem-num,2018-03-21 15:11,M,,five,chair,fivechair,1.0,THA0061,13.0,1,chair,1.0,,0061,March,0.5
20.0,vasethesenine,vaseninethese,theseninevase,ninethesevase,dem-num,2018-03-21 15:11,M,nine,these,vase,theseninevase,2.0,THA0061,14.0,2,vase,,1.0,0061,March,0.5
20.0,thesepear,pearthese,,,dem-num,2018-03-21 15:11,M,,these,pear,thesepear,0.0,THA0061,15.0,1,pear,1.0,,0061,March,0.5
20.0,eightthesespatula,spatulaeightthese,spatulatheseeight,theseeightspatula,dem-num,2018-03-21 15:11,M,eight,these,spatula,theseeightspatula,3.0,THA0061,16.0,2,spatula,,1.0,0061,March,0.5
20.0,keynine,ninekey,,,dem-num,2018-03-21 15:11,M,,nine,key,ninekey,1.0,THA0061,17.0,1,key,1.0,,0061,March,0.5
20.0,pigthat,thatpig,,,dem-num,2018-03-21 15:11,M,,that,pig,thatpig,1.0,THA0061,18.0,1,pig,1.0,,0061,March,0.5
20.0,twothesehat,thesetwohat,hatthesetwo,hattwothese,dem-num,2018-03-21 15:11,M,two,these,hat,thesetwohat,1.0,THA0061,19.0,2,hat,,1.0,0061,March,0.5
20.0,cowseventhose,seventhosecow,cowthoseseven,thosesevencow,dem-num,2018-03-21 15:11,M,seven,those,cow,thosesevencow,3.0,THA0061,20.0,2,cow,,1.0,0061,March,0.5
20.0,hattheseseven,thesesevenhat,hatseventhese,seventhesehat,dem-num,2018-03-21 15:11,M,seven,these,hat,thesesevenhat,1.0,THA0061,21.0,2,hat,,1.0,0061,March,0.5
20.0,shirttwothese,thesetwoshirt,shirtthesetwo,twotheseshirt,dem-num,2018-03-21 15:11,M,two,these,shirt,thesetwoshirt,1.0,THA0061,22.0,2,shirt,,1.0,0061,March,0.5
20.0,fourthosecow,cowthosefour,cowfourthose,thosefourcow,dem-num,2018-03-21 15:11,M,four,those,cow,thosefourcow,3.0,THA0061,23.0,2,cow,,1.0,0061,March,0.5
20.0,sixchair,chairsix,,,dem-num,2018-03-21 15:11,M,,six,chair,sixchair,0.0,THA0061,24.0,1,chair,1.0,,0061,March,0.5
20.0,hatthosetwo,hattwothose,twothosehat,thosetwohat,dem-num,2018-03-21 15:11,M,two,those,hat,thosetwohat,3.0,THA0061,25.0,2,hat,,1.0,0061,March,0.5
20.0,thosetenshirt,tenthoseshirt,shirttenthose,shirtthoseten,dem-num,2018-03-21 15:11,M,ten,those,shirt,thosetenshirt,0.0,THA0061,26.0,2,shirt,,1.0,0061,March,0.5
20.0,spatulasixthose,spatulathosesix,thosesixspatula,sixthosespatula,dem-num,2018-03-21 15:11,M,six,those,spatula,thosesixspatula,2.0,THA0061,27.0,2,spatula,,1.0,0061,March,0.5
20.0,couchthat,thatcouch,,,dem-num,2018-03-21 15:11,M,,that,couch,thatcouch,1.0,THA0061,28.0,1,couch,1.0,,0061,March,0.5
20.0,duckfivethese,duckthesefive,thesefiveduck,fivetheseduck,dem-num,2018-03-21 15:11,M,five,these,duck,thesefiveduck,2.0,THA0061,29.0,2,duck,,1.0,0061,March,0.5
20.0,shoethosethree,shoethreethose,thosethreeshoe,threethoseshoe,dem-num,2018-03-21 15:11,M,three,those,shoe,thosethreeshoe,2.0,THA0061,30.0,2,shoe,,1.0,0061,March,0.5
20.0,thosecouch,couchthose,,,dem-num,2018-03-21 15:11,M,,those,couch,thosecouch,0.0,THA0061,31.0,1,couch,1.0,,0061,March,0.5
20.0,onethatribbon,ribbononethat,ribbonthatone,thatoneribbon,dem-num,2018-03-21 15:11,M,one,that,ribbon,thatoneribbon,3.0,THA0061,32.0,2,ribbon,,1.0,0061,March,0.5
20.0,hatthosefour,hatfourthose,fourthosehat,thosefourhat,dem-num,2018-03-21 15:11,M,four,those,hat,thosefourhat,3.0,THA0061,33.0,2,hat,,1.0,0061,March,0.5
20.0,threethosebox,boxthreethose,boxthosethree,thosethreebox,dem-num,2018-03-21 15:11,M,three,those,box,thosethreebox,3.0,THA0061,34.0,2,box,,1.0,0061,March,0.5
20.0,scarfthose,thosescarf,,,dem-num,2018-03-21 15:11,M,,those,scarf,thosescarf,1.0,THA0061,35.0,1,scarf,1.0,,0061,March,0.5
20.0,thosesevenscarf,scarfthoseseven,scarfseventhose,seventhosescarf,dem-num,2018-03-21 15:11,M,seven,those,scarf,thosesevenscarf,0.0,THA0061,36.0,2,scarf,,1.0,0061,March,0.5
20.0,theselamp,lampthese,,,dem-num,2018-03-21 15:11,M,,these,lamp,theselamp,0.0,THA0061,37.0,1,lamp,1.0,,0061,March,0.5
20.0,thislamp,lampthis,,,dem-num,2018-03-21 15:11,M,,this,lamp,thislamp,0.0,THA0061,38.0,1,lamp,1.0,,0061,March,0.5
20.0,pearfivethose,fivethosepear,pearthosefive,thosefivepear,dem-num,2018-03-21 15:11,M,five,those,pear,thosefivepear,3.0,THA0061,39.0,2,pear,,1.0,0061,March,0.5
20.0,twothesespatula,spatulathesetwo,spatulatwothese,thesetwospatula,dem-num,2018-03-21 15:11,M,two,these,spatula,thesetwospatula,3.0,THA0061,40.0,2,spatula,,1.0,0061,March,0.5
20.0,thesehandbag,handbagthese,,,dem-num,2018-03-21 15:11,M,,these,handbag,thesehandbag,0.0,THA0061,41.0,1,handbag,1.0,,0061,March,0.5
20.0,shirtthosefive,fivethoseshirt,shirtfivethose,thosefiveshirt,dem-num,2018-03-21 15:11,M,five,those,shirt,thosefiveshirt,3.0,THA0061,42.0,2,shirt,,1.0,0061,March,0.5
20.0,cherrytenthese,tenthesecherry,cherrytheseten,thesetencherry,dem-num,2018-03-21 15:11,M,ten,these,cherry,thesetencherry,3.0,THA0061,43.0,2,cherry,,1.0,0061,March,0.5
20.0,cartwo,twocar,,,dem-num,2018-03-21 15:11,M,,two,car,twocar,1.0,THA0061,44.0,1,car,1.0,,0061,March,0.5
20.0,cherrythosefive,thosefivecherry,fivethosecherry,cherryfivethose,dem-num,2018-03-21 15:11,M,five,those,cherry,thosefivecherry,1.0,THA0061,45.0,2,cherry,,1.0,0061,March,0.5
20.0,threethosebox,thosethreebox,boxthreethose,boxthosethree,dem-num,2018-03-21 15:11,M,three,those,box,thosethreebox,1.0,THA0061,46.0,2,box,,1.0,0061,March,0.5
20.0,oneduck,duckone,,,dem-num,2018-03-21 15:11,M,,one,duck,oneduck,0.0,THA0061,47.0,1,duck,1.0,,0061,March,0.5
20.0,lampseven,sevenlamp,,,dem-num,2018-03-21 15:11,M,,seven,lamp,sevenlamp,1.0,THA0061,48.0,1,lamp,1.0,,0061,March,0.5
20.0,thesetwohat,hatthesetwo,twothesehat,hattwothese,dem-num,2018-03-21 15:11,M,two,these,hat,thesetwohat,0.0,THA0061,49.0,2,hat,,1.0,0061,March,0.5
19.0,redpillow,pillowred,,,num-adj,2018-03-21 15:27,F,,red,pillow,redpillow,0.0,THA0062,0.0,1,pillow,1.0,,0062,March,0.5
19.0,cowround,roundcow,,,num-adj,2018-03-21 15:27,F,,round,cow,roundcow,1.0,THA0062,1.0,1,cow,1.0,,0062,March,0.5
19.0,onevase,vaseone,,,num-adj,2018-03-21 15:27,F,,one,vase,onevase,0.0,THA0062,2.0,1,vase,1.0,,0062,March,0.5
19.0,brokenfoursuitcase,suitcasebrokenfour,fourbrokensuitcase,suitcasefourbroken,num-adj,2018-03-21 15:27,F,broken,four,suitcase,fourbrokensuitcase,2.0,THA0062,3.0,2,suitcase,,1.0,0062,March,0.5
19.0,dartsevenblue,sevenbluedart,dartblueseven,bluesevendart,num-adj,2018-03-21 15:27,F,blue,seven,dart,sevenbluedart,1.0,THA0062,4.0,2,dart,,1.0,0062,March,0.5
19.0,brokenscarf,scarfbroken,,,num-adj,2018-03-21 15:27,F,,broken,scarf,brokenscarf,0.0,THA0062,5.0,1,scarf,1.0,,0062,March,0.5
19.0,ninehandbag,handbagnine,,,num-adj,2018-03-21 15:27,F,,nine,handbag,ninehandbag,0.0,THA0062,6.0,1,handbag,1.0,,0062,March,0.5
19.0,vasefive,fivevase,,,num-adj,2018-03-21 15:27,F,,five,vase,fivevase,1.0,THA0062,7.0,1,vase,1.0,,0062,March,0.5
19.0,boxplasticten,tenplasticbox,boxtenplastic,plastictenbox,num-adj,2018-03-21 15:27,F,plastic,ten,box,tenplasticbox,1.0,THA0062,8.0,2,box,,1.0,0062,March,0.5
19.0,woodenfiveribbon,ribbonwoodenfive,fivewoodenribbon,ribbonfivewooden,num-adj,2018-03-21 15:27,F,wooden,five,ribbon,fivewoodenribbon,2.0,THA0062,9.0,2,ribbon,,1.0,0062,March,0.5
19.0,spatulaseven,sevenspatula,,,num-adj,2018-03-21 15:27,F,,seven,spatula,sevenspatula,1.0,THA0062,10.0,1,spatula,1.0,,0062,March,0.5
19.0,orangehat,hatorange,,,num-adj,2018-03-21 15:27,F,,orange,hat,orangehat,0.0,THA0062,11.0,1,hat,1.0,,0062,March,0.5
19.0,roundtencherry,cherrytenround,tenroundcherry,cherryroundten,num-adj,2018-03-21 15:27,F,round,ten,cherry,tenroundcherry,2.0,THA0062,12.0,2,cherry,,1.0,0062,March,0.5
19.0,tenstonecherry,stonetencherry,cherrystoneten,cherrytenstone,num-adj,2018-03-21 15:27,F,stone,ten,cherry,tenstonecherry,0.0,THA0062,13.0,2,cherry,,1.0,0062,March,0.5
